"seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag"
"chr16",32649193,32663956,14764,"+","HAVANA","gene",812,NA,"ENSG00000261569.5","lincRNA","RP11-586K12.11","2","OTTHUMG00000176503.1","overlapping_locus"
"chr16",32663925,32666533,2609,"+","HAVANA","gene",2405,NA,"ENSG00000260311.1","lincRNA","RP11-586K12.10","2","OTTHUMG00000176506.1","overlapping_locus"
"chr16",32673528,32676732,3205,"-","HAVANA","gene",3004,NA,"ENSG00000183632.14","protein_coding","TP53TG3","2","OTTHUMG00000176507.3",NA
"chr16",32675037,32678831,3795,"+","HAVANA","gene",262,NA,"ENSG00000260974.1","antisense","RP11-586K12.8","2","OTTHUMG00000176508.1",NA
"chr16",32715931,32716056,126,"+","HAVANA","gene",126,NA,"ENSG00000261391.1","processed_pseudogene","RP11-586K12.7","2","OTTHUMG00000176509.1",NA
"chr16",32726615,32729537,2923,"-","HAVANA","gene",595,NA,"ENSG00000260864.1","unprocessed_pseudogene","ABHD17AP7","2","OTTHUMG00000176510.1",NA
"chr16",32739627,32740166,540,"-","HAVANA","gene",226,NA,"ENSG00000261108.2","processed_pseudogene","RP11-586K12.5","1","OTTHUMG00000176512.2","overlapping_locus"
"chr16",32735909,32741094,5186,"-","HAVANA","gene",866,NA,"ENSG00000260845.1","lincRNA","RP11-586K12.4","2","OTTHUMG00000176511.1","overlapping_locus"
"chr16",32741314,32776196,34883,"+","HAVANA","gene",6078,NA,"ENSG00000260644.6","transcribed_unprocessed_pseudogene","HERC2P5","2","OTTHUMG00000176513.3",NA
"chr16",32781883,32784138,2256,"+","HAVANA","gene",2256,NA,"ENSG00000278950.1","TEC","RP11-67H24.3","2","OTTHUMG00000176514.1",NA
"chr16",32786394,32787379,986,"+","HAVANA","gene",986,NA,"ENSG00000279780.1","TEC","RP11-586K12.2","2","OTTHUMG00000176515.1",NA
"chr16",32787962,32788944,983,"+","HAVANA","gene",983,NA,"ENSG00000279795.1","TEC","RP11-586K12.1","2","OTTHUMG00000176516.1",NA
"chr16",32811029,32811251,223,"-","HAVANA","gene",223,NA,"ENSG00000261719.1","processed_pseudogene","RP11-67H24.1","2","OTTHUMG00000176518.1",NA
"chr16",32809556,32824645,15090,"+","HAVANA","gene",601,NA,"ENSG00000260158.1","lincRNA","RP11-67H24.2","2","OTTHUMG00000176517.1",NA
"chr16",32845964,32846180,217,"-","HAVANA","gene",217,NA,"ENSG00000259934.1","processed_pseudogene","RP11-989E6.1","2","OTTHUMG00000176439.1",NA
"chr16",32847713,32848156,444,"+","HAVANA","gene",358,NA,"ENSG00000259303.5","IG_V_gene","IGHV2OR16-5","2","OTTHUMG00000152881.5",NA
"chr16",32869985,32873128,3144,"+","HAVANA","gene",399,NA,"ENSG00000260047.2","unprocessed_pseudogene","BCAP31P2","2","OTTHUMG00000176440.2",NA
"chr16",32877469,32885501,8033,"-","HAVANA","gene",4479,NA,"ENSG00000214617.9","transcribed_unprocessed_pseudogene","SLC6A10P","2","OTTHUMG00000132481.3",NA
"chr16",32885194,32888874,3681,"+","HAVANA","gene",2274,NA,"ENSG00000214614.2","lincRNA","RP11-989E6.3","2","OTTHUMG00000176441.1",NA
"chr16",32903442,32903894,453,"+","HAVANA","gene",414,NA,"ENSG00000261834.2","IG_V_pseudogene","IGHV3OR16-15","2","OTTHUMG00000176442.2",NA
"chr16",32915074,32915536,463,"+","HAVANA","gene",360,NA,"ENSG00000270864.1","IG_V_pseudogene","IGHV3OR16-6","2","OTTHUMG00000176443.2",NA
"chr16",32931768,32932569,802,"-","HAVANA","gene",802,NA,"ENSG00000260610.1","processed_pseudogene","RP11-989E6.11","2","OTTHUMG00000176651.1",NA
"chr16",32916974,32946392,29419,"+","HAVANA","gene",1765,NA,"ENSG00000277304.1","unprocessed_pseudogene","RP11-989E6.13","2","OTTHUMG00000187973.1",NA
"chr16",32978461,32978891,431,"+","HAVANA","gene",349,NA,"ENSG00000259852.2","IG_V_pseudogene","IGHV1OR16-2","2","OTTHUMG00000176445.2",NA
"chr16",32995048,32995505,458,"+","HAVANA","gene",350,NA,"ENSG00000233732.5","IG_V_gene","IGHV3OR16-10","2","OTTHUMG00000176446.4",NA
"chr16",32995537,32996770,1234,"+","HAVANA","gene",650,NA,"ENSG00000260921.1","lincRNA","RP11-989E6.8","2","OTTHUMG00000176447.1",NA
"chr16",33002333,33002621,289,"+","HAVANA","gene",205,NA,"ENSG00000259997.2","IG_V_pseudogene","IGHV1OR16-4","2","OTTHUMG00000176448.2",NA
"chr16",33009175,33009620,446,"+","HAVANA","gene",349,NA,"ENSG00000271130.1","IG_V_gene","IGHV3OR16-8","2","OTTHUMG00000176449.3",NA
"chr16",32951993,33028037,76045,"-","HAVANA","gene",702,NA,"ENSG00000261259.1","transcribed_processed_pseudogene","RP11-19N8.2","2","OTTHUMG00000176444.1",NA
"chr16",33059936,33060098,163,"+","HAVANA","gene",163,NA,"ENSG00000260900.1","processed_pseudogene","RP11-19N8.3","2","OTTHUMG00000176451.1",NA
"chr16",33043609,33095431,51823,"-","HAVANA","gene",1506,NA,"ENSG00000260141.1","lincRNA","RP11-19N8.4","2","OTTHUMG00000176450.1","overlapping_locus"
"chr16",33094204,33129090,34887,"-","HAVANA","gene",6013,NA,"ENSG00000261599.5","transcribed_unprocessed_pseudogene","HERC2P8","2","OTTHUMG00000176452.2","overlapping_locus"
"chr16",33130235,33130442,208,"+","HAVANA","gene",208,NA,"ENSG00000259800.1","processed_pseudogene","RP11-19N8.6","1","OTTHUMG00000176454.1","overlapping_locus"
"chr16",33129316,33134499,5184,"+","HAVANA","gene",866,NA,"ENSG00000261682.1","lincRNA","RP11-19N8.7","2","OTTHUMG00000176453.1","overlapping_locus"
"chr16",33140850,33143797,2948,"+","HAVANA","gene",548,NA,"ENSG00000261536.2","unprocessed_pseudogene","ABHD17AP9","2","OTTHUMG00000176455.2",NA
"chr16",33154352,33154475,124,"-","HAVANA","gene",124,NA,"ENSG00000260414.1","processed_pseudogene","RP11-1437A8.2","2","OTTHUMG00000176456.1",NA
"chr16",33191561,33195354,3794,"-","HAVANA","gene",262,NA,"ENSG00000260419.1","antisense","RP11-1437A8.3","2","OTTHUMG00000176457.1",NA
"chr16",33193659,33196858,3200,"+","HAVANA","gene",2903,NA,"ENSG00000205457.11","protein_coding","TP53TG3C","2","OTTHUMG00000176458.2",NA
"chr16",33203773,33206462,2690,"-","HAVANA","gene",2486,NA,"ENSG00000260827.1","lincRNA","RP11-1437A8.4","2","OTTHUMG00000176459.1","overlapping_locus"
"chr16",33303739,33306935,3197,"+","HAVANA","gene",2527,NA,"ENSG00000275034.2","protein_coding","TP53TG3E","2","OTTHUMG00000189337.1",NA
"chr16",33206431,33330342,123912,"-","HAVANA","gene",540,NA,"ENSG00000261507.1","lincRNA","RP11-1437A8.6","2","OTTHUMG00000176460.1","overlapping_locus"
"chr16",33345182,33345396,215,"+","HAVANA","gene",215,NA,"ENSG00000282973.1","processed_pseudogene","RP11-1277H1.3","1","OTTHUMG00000177784.2","pseudo_consens"
"chr16",33360274,33363478,3205,"+","HAVANA","gene",2749,NA,"ENSG00000261509.6","protein_coding","TP53TG3B","2","OTTHUMG00000176461.3",NA
"chr16",33370473,33372915,2443,"-","HAVANA","gene",2239,NA,"ENSG00000261009.1","lincRNA","RP11-1437A8.5","2","OTTHUMG00000176462.1",NA
"chr16",33386105,33386349,245,"+","HAVANA","gene",245,NA,"ENSG00000283110.1","processed_pseudogene","RP11-1437A8.7","2","OTTHUMG00000177785.2",NA
"chr16",33459045,33462249,3205,"+","HAVANA","gene",2535,NA,"ENSG00000278848.2","protein_coding","TP53TG3F","2","OTTHUMG00000189349.1",NA
"chr16",33484887,33485131,245,"+","HAVANA","gene",245,NA,"ENSG00000282927.1","processed_pseudogene","RP11-23E10.7","2","OTTHUMG00000191537.1",NA
"chr16",33495943,33496093,151,"-","HAVANA","gene",151,NA,"ENSG00000262090.1","processed_pseudogene","RP11-23E10.5","2","OTTHUMG00000177786.1",NA
"chr16",33533816,33534976,1161,"-","HAVANA","gene",560,NA,"ENSG00000260626.1","lincRNA","RP11-23E10.3","2","OTTHUMG00000176464.1",NA
"chr16",33541842,33545812,3971,"-","HAVANA","gene",3971,NA,"ENSG00000261200.1","lincRNA","RP11-989E6.10","2","OTTHUMG00000176465.1",NA
"chr16",33548297,33554408,6112,"-","HAVANA","gene",660,NA,"ENSG00000261466.2","lincRNA","RP11-23E10.2","2","OTTHUMG00000176466.1",NA
"chr16",33562649,33570935,8287,"-","HAVANA","gene",893,NA,"ENSG00000261405.2","transcribed_unprocessed_pseudogene","RP11-23E10.4","2","OTTHUMG00000176467.1",NA
"chr16",33577502,33622547,45046,"+","HAVANA","gene",1549,NA,"ENSG00000259882.2","unprocessed_pseudogene","RP11-293B20.2","2","OTTHUMG00000176351.2",NA
"chr16",33687025,33698504,11480,"-","HAVANA","gene",1808,NA,"ENSG00000260518.1","transcribed_unprocessed_pseudogene","BMS1P8","2","OTTHUMG00000176352.1",NA
"chr16",33723356,33763773,40418,"-","HAVANA","gene",1155,NA,"ENSG00000282924.1","unprocessed_pseudogene","RP11-104C4.6","2","OTTHUMG00000191538.1",NA
"chr16",33769421,33769679,259,"+","HAVANA","gene",259,NA,"ENSG00000261580.1","processed_pseudogene","ENPP7P13","2","OTTHUMG00000176353.1",NA
"chr16",33771035,33771248,214,"+","HAVANA","gene",214,NA,"ENSG00000260308.1","processed_pseudogene","RP11-104C4.4","2","OTTHUMG00000176354.1",NA
"chr16",33802764,33803217,454,"+","HAVANA","gene",353,NA,"ENSG00000270467.1","IG_V_gene","IGHV3OR16-12","2","OTTHUMG00000176355.3",NA
"chr16",33808778,33810767,1990,"+","HAVANA","gene",1990,NA,"ENSG00000261153.2","processed_pseudogene","RP11-104C4.2","1","OTTHUMG00000176356.2","pseudo_consens"
"chr16",33827214,33827661,448,"+","HAVANA","gene",353,NA,"ENSG00000271178.1","IG_V_gene","IGHV3OR16-13","2","OTTHUMG00000176357.3",NA
"chr16",33844784,33845229,446,"-","HAVANA","gene",349,NA,"ENSG00000259680.5","protein_coding","RP11-812E19.9","2","OTTHUMG00000176363.4",NA
"chr16",33848476,33848644,169,"-","HAVANA","gene",169,NA,"ENSG00000270924.1","unprocessed_pseudogene","RP11-812E19.13","2","OTTHUMG00000184744.1",NA
"chr16",33851785,33852069,285,"-","HAVANA","gene",201,NA,"ENSG00000271691.1","unprocessed_pseudogene","RP11-812E19.12","2","OTTHUMG00000184743.1",NA
"chr16",33857935,33858864,930,"-","HAVANA","gene",346,NA,"ENSG00000260312.1","lincRNA","RP11-812E19.7","2","OTTHUMG00000176361.1",NA
"chr16",33858896,33859352,457,"-","HAVANA","gene",349,NA,"ENSG00000270318.1","IG_V_pseudogene","IGHV3OR16-11","2","OTTHUMG00000184731.1",NA
"chr16",33875039,33875468,430,"-","HAVANA","gene",348,NA,"ENSG00000260525.1","unprocessed_pseudogene","RP11-812E19.10","2","OTTHUMG00000176359.1",NA
"chr16",33907419,33937167,29749,"-","HAVANA","gene",2080,NA,"ENSG00000260781.1","transcribed_unprocessed_pseudogene","ARHGAP23P1","2","OTTHUMG00000176364.1",NA
"chr16",33938337,33938799,463,"-","HAVANA","gene",360,NA,"ENSG00000271620.1","IG_V_pseudogene","IGHV3OR16-7","2","OTTHUMG00000184739.1",NA
"chr16",33948278,33948548,271,"-","HAVANA","gene",271,NA,"ENSG00000261607.1","unprocessed_pseudogene","RP11-812E19.5","2","OTTHUMG00000176366.1",NA
"chr16",33949976,33950420,445,"-","HAVANA","gene",343,NA,"ENSG00000259842.2","unprocessed_pseudogene","IGHV3OR16-16","2","OTTHUMG00000176367.2",NA
"chr16",33965655,33966091,437,"-","HAVANA","gene",352,NA,"ENSG00000270401.1","unprocessed_pseudogene","RP11-812E19.14","2","OTTHUMG00000176368.3",NA
"chr16",33972912,33976346,3435,"-","HAVANA","gene",1991,NA,"ENSG00000205452.4","lincRNA","RP11-812E19.3","2","OTTHUMG00000185250.1",NA
"chr16",33976039,33987630,11592,"+","HAVANA","gene",2415,NA,"ENSG00000198555.7","unprocessed_pseudogene","RP11-598D12.4","2","OTTHUMG00000176371.1",NA
"chr16",33988406,33991551,3146,"-","HAVANA","gene",385,NA,"ENSG00000261217.2","unprocessed_pseudogene","BCAP31P1","2","OTTHUMG00000176372.2",NA
"chr16",34013394,34013830,437,"-","HAVANA","gene",351,NA,"ENSG00000259990.2","unprocessed_pseudogene","RP11-598D12.1","2","OTTHUMG00000176373.2",NA
"chr16",34015260,34015477,218,"+","HAVANA","gene",218,NA,"ENSG00000283065.1","processed_pseudogene","RP11-598D12.5","2","OTTHUMG00000191539.1",NA
"chr16",34051140,34051363,224,"+","HAVANA","gene",224,NA,"ENSG00000261197.2","processed_pseudogene","RP11-598D12.2","2","OTTHUMG00000176374.2",NA
"chr16",34120470,34120677,208,"+","HAVANA","gene",208,NA,"ENSG00000262561.1","processed_pseudogene","CTD-2522B17.8","2","OTTHUMG00000177792.1",NA
"chr16",34135736,34136792,1057,"-","HAVANA","gene",1057,NA,"ENSG00000261440.1","processed_pseudogene","DUX4L45","1","OTTHUMG00000176375.1","pseudo_consens"
"chr16",34139189,34139543,355,"+","HAVANA","gene",355,NA,"ENSG00000260087.1","processed_pseudogene","PCMTD1P2","2","OTTHUMG00000176376.1",NA
"chr16",34141256,34142006,751,"-","HAVANA","gene",751,NA,"ENSG00000259987.1","processed_pseudogene","DUX4L46","2","OTTHUMG00000176377.1",NA
"chr16",34142456,34142849,394,"+","HAVANA","gene",394,NA,"ENSG00000260207.1","processed_pseudogene","DUX4L47","2","OTTHUMG00000176378.1",NA
"chr16",34158585,34160036,1452,"-","HAVANA","gene",1452,NA,"ENSG00000256642.1","lincRNA","LINC00273","2","OTTHUMG00000176379.1",NA
"chr16",34162959,34163110,152,"+","ENSEMBL","gene",152,NA,"ENSG00000200434.1","rRNA","RNA5-8SP2","3",NA,NA
"chr16",34266041,34268649,2609,"-","HAVANA","gene",2609,NA,"ENSG00000279800.2","processed_pseudogene","BCLAF1P2","1","OTTHUMG00000191386.1","pseudo_consens"
"chr16",34353616,34371659,18044,"-","HAVANA","gene",703,NA,"ENSG00000284209.1","unprocessed_pseudogene","CH17-342O10.1","2","OTTHUMG00000192001.1",NA
"chr16",34941977,34943880,1904,"+","HAVANA","gene",1904,NA,"ENSG00000279165.1","TEC","CTD-2144E22.9","2","OTTHUMG00000176220.1",NA
"chr16",34978744,34979844,1101,"-","HAVANA","gene",552,NA,"ENSG00000260854.1","lincRNA","LINC02184","2","OTTHUMG00000176221.1",NA
"chr16",35023339,35023765,427,"+","HAVANA","gene",427,NA,"ENSG00000262885.1","processed_pseudogene","CTD-2144E22.11","2","OTTHUMG00000177793.1","overlapping_locus"
"chr16",35021749,35024229,2481,"+","HAVANA","gene",2481,NA,"ENSG00000179755.3","lincRNA","CTD-2144E22.5","2","OTTHUMG00000176223.2","overlapping_locus"
"chr16",35022851,35024250,1400,"-","HAVANA","gene",714,NA,"ENSG00000261566.1","lincRNA","CTD-2144E22.6","2","OTTHUMG00000176224.1",NA
"chr16",35040164,35084313,44150,"+","HAVANA","gene",998,NA,"ENSG00000216671.6","unprocessed_pseudogene","CCNYL3","2","OTTHUMG00000187976.1",NA
"chr16",35068211,35085060,16850,"+","HAVANA","gene",1026,NA,"ENSG00000278138.2","unprocessed_pseudogene","CLUHP11","2","OTTHUMG00000187977.2",NA
"chr16",35085896,35086119,224,"+","HAVANA","gene",224,NA,"ENSG00000261053.1","processed_pseudogene","NAMPTP3","1","OTTHUMG00000176226.1","pseudo_consens"
"chr16",35090501,35104834,14334,"+","HAVANA","gene",1518,NA,"ENSG00000260809.1","unprocessed_pseudogene","VPS35P1","2","OTTHUMG00000176657.1",NA
"chr16",35118238,35118956,719,"-","HAVANA","gene",719,NA,"ENSG00000259979.1","processed_pseudogene","VN1R68P","2","OTTHUMG00000176228.1",NA
"chr16",35134514,35135075,562,"+","HAVANA","gene",562,NA,"ENSG00000260724.1","processed_pseudogene","VN1R69P","2","OTTHUMG00000176229.1",NA
"chr16",35143722,35144881,1160,"+","HAVANA","gene",703,NA,"ENSG00000261800.1","lincRNA","RP11-244B22.11","2","OTTHUMG00000176231.1",NA
"chr16",35148636,35154366,5731,"+","HAVANA","gene",5731,NA,"ENSG00000280180.1","TEC","RP11-244B22.10","2","OTTHUMG00000176233.1",NA
"chr16",35169692,35170241,550,"-","HAVANA","gene",550,NA,"ENSG00000261461.1","processed_pseudogene","UBE2MP1","1","OTTHUMG00000176235.1","pseudo_consens"
"chr16",35173316,35174093,778,"+","HAVANA","gene",778,NA,"ENSG00000261608.1","processed_pseudogene","SLC25A1P4","1","OTTHUMG00000176236.1","pseudo_consens"
"chr16",35193335,35193734,400,"+","HAVANA","gene",400,NA,"ENSG00000260590.1","processed_pseudogene","RP11-244B22.7","2","OTTHUMG00000176238.1",NA
"chr16",35192687,35195661,2975,"-","HAVANA","gene",2975,NA,"ENSG00000260073.2","lincRNA","RP11-488I20.9","2","OTTHUMG00000176237.2",NA
"chr16",35195779,35197544,1766,"+","HAVANA","gene",1766,NA,"ENSG00000261398.1","lincRNA","RP11-244B22.6","2","OTTHUMG00000176239.1",NA
"chr16",35207903,35208236,334,"-","HAVANA","gene",334,NA,"ENSG00000261274.1","processed_pseudogene","TP53TG3GP","2","OTTHUMG00000176240.1",NA
"chr16",35221583,35222048,466,"-","HAVANA","gene",466,NA,"ENSG00000260967.1","processed_pseudogene","RARRES2P5","1","OTTHUMG00000176242.1","pseudo_consens"
"chr16",35232412,35235984,3573,"-","HAVANA","gene",886,NA,"ENSG00000260984.1","unprocessed_pseudogene","FGFR3P5","2","OTTHUMG00000176658.1",NA
"chr16",35245916,35247534,1619,"-","HAVANA","gene",832,NA,"ENSG00000259897.2","unprocessed_pseudogene","FRG2JP","2","OTTHUMG00000176243.2",NA
"chr16",35255192,35255633,442,"-","HAVANA","gene",442,NA,"ENSG00000261010.1","processed_pseudogene","RARRES2P6","1","OTTHUMG00000176244.1","pseudo_consens"
"chr16",35258630,35259629,1000,"+","HAVANA","gene",1000,NA,"ENSG00000261752.1","processed_pseudogene","AGGF1P8","1","OTTHUMG00000176245.1","overlapping_locus"
"chr16",35207937,35284146,76210,"+","HAVANA","gene",1262,NA,"ENSG00000260958.2","lincRNA","RP11-488I20.8","2","OTTHUMG00000176241.2","overlapping_locus"
"chr16",35335277,35336889,1613,"-","HAVANA","gene",832,NA,"ENSG00000260846.2","unprocessed_pseudogene","FRG2HP","2","OTTHUMG00000176246.2",NA
"chr16",35344091,35344559,469,"-","HAVANA","gene",469,NA,"ENSG00000261486.1","processed_pseudogene","RARRES2P9","1","OTTHUMG00000176247.1","pseudo_consens"
"chr16",35347385,35348297,913,"+","HAVANA","gene",913,NA,"ENSG00000260427.1","processed_pseudogene","AGGF1P9","1","OTTHUMG00000176248.1","pseudo_consens"
"chr16",35352482,35353022,541,"+","HAVANA","gene",541,NA,"ENSG00000260480.1","processed_pseudogene","C2orf69P4","1","OTTHUMG00000176249.1","pseudo_consens"
"chr16",35384144,35385086,943,"-","HAVANA","gene",615,NA,"ENSG00000260291.1","unprocessed_pseudogene","FRG2GP","1","OTTHUMG00000176251.1","pseudo_consens"
"chr16",35389203,35390003,801,"-","HAVANA","gene",801,NA,"ENSG00000261689.1","processed_pseudogene","AGGF1P4","1","OTTHUMG00000176252.1","pseudo_consens"
"chr16",35363412,35390584,27173,"+","HAVANA","gene",2961,NA,"ENSG00000259841.6","lincRNA","LINC01566","2","OTTHUMG00000176250.2",NA
"chr16",35405747,35407349,1603,"-","HAVANA","gene",781,NA,"ENSG00000260598.1","unprocessed_pseudogene","FRG2IP","2","OTTHUMG00000175999.1",NA
"chr16",35414279,35414747,469,"-","HAVANA","gene",469,NA,"ENSG00000260812.1","processed_pseudogene","RARRES2P7","1","OTTHUMG00000176000.1","pseudo_consens"
"chr16",35420291,35421209,919,"+","HAVANA","gene",919,NA,"ENSG00000260680.1","processed_pseudogene","AGGF1P5","1","OTTHUMG00000176001.1","pseudo_consens"
"chr16",35425364,35426483,1120,"+","HAVANA","gene",1120,NA,"ENSG00000261299.1","processed_pseudogene","C2orf69P3","1","OTTHUMG00000176002.1","pseudo_consens"
"chr16",35435303,35436341,1039,"-","HAVANA","gene",281,NA,"ENSG00000278681.2","unprocessed_pseudogene","RP11-80F22.16","2","OTTHUMG00000187978.2",NA
"chr16",35446898,35449411,2514,"-","HAVANA","gene",1539,NA,"ENSG00000214581.6","transcribed_processed_pseudogene","ZNF971P","2","OTTHUMG00000176003.3",NA
"chr16",35477414,35480481,3068,"-","HAVANA","gene",1850,NA,"ENSG00000261711.6","transcribed_unprocessed_pseudogene","FRG2DP","2","OTTHUMG00000176004.3",NA
"chr16",35485766,35486225,460,"-","HAVANA","gene",460,NA,"ENSG00000260153.1","processed_pseudogene","RARRES2P10","1","OTTHUMG00000176005.1","pseudo_consens"
"chr16",35489237,35490212,976,"+","HAVANA","gene",976,NA,"ENSG00000259836.1","processed_pseudogene","AGGF1P6","1","OTTHUMG00000176006.1","pseudo_consens"
"chr16",35491174,35492395,1222,"-","HAVANA","gene",480,NA,"ENSG00000261350.1","lincRNA","RP11-80F22.14","2","OTTHUMG00000176007.1",NA
"chr16",35492324,35493446,1123,"+","HAVANA","gene",1123,NA,"ENSG00000260341.1","processed_pseudogene","C2orf69P2","1","OTTHUMG00000176008.1","pseudo_consens"
"chr16",35493754,35496457,2704,"-","HAVANA","gene",572,NA,"ENSG00000261445.1","lincRNA","RP11-80F22.4","2","OTTHUMG00000176009.1",NA
"chr16",35505093,35506462,1370,"-","HAVANA","gene",459,NA,"ENSG00000260857.2","lincRNA","RP11-80F22.15","2","OTTHUMG00000183202.1",NA
"chr16",35506592,35507170,579,"-","HAVANA","gene",579,NA,"ENSG00000269622.1","transcribed_processed_pseudogene","TP53TG3HP","2","OTTHUMG00000176011.2",NA
"chr16",35528367,35529318,952,"-","HAVANA","gene",952,NA,"ENSG00000282946.1","processed_pseudogene","RP11-80F22.8","2","OTTHUMG00000176012.2",NA
"chr16",35543279,35543645,367,"-","HAVANA","gene",367,NA,"ENSG00000259996.1","processed_pseudogene","RARRES2P8","1","OTTHUMG00000176013.1","pseudo_consens"
"chr16",35547917,35548829,913,"+","HAVANA","gene",913,NA,"ENSG00000260994.1","processed_pseudogene","AGGF1P7","1","OTTHUMG00000176014.1","pseudo_consens"
"chr16",35552909,35554001,1093,"+","HAVANA","gene",1093,NA,"ENSG00000261046.1","processed_pseudogene","C2orf69P1","1","OTTHUMG00000176015.1","pseudo_consens"
"chr16",35574834,35575494,661,"+","HAVANA","gene",661,NA,"ENSG00000260134.1","processed_pseudogene","C1QL1P1","2","OTTHUMG00000176017.1",NA
"chr16",35640029,35640582,554,"+","HAVANA","gene",554,NA,"ENSG00000259791.1","lincRNA","RP11-14K3.7","2","OTTHUMG00000176019.1",NA
"chr16",35636687,35645180,8494,"-","HAVANA","gene",2264,NA,"ENSG00000260746.2","unprocessed_pseudogene","KIF18BP1","2","OTTHUMG00000176018.2",NA
"chr16",35722268,35722529,262,"-","HAVANA","gene",262,NA,"ENSG00000260522.1","processed_pseudogene","RP11-352B15.5","2","OTTHUMG00000176020.1",NA
"chr16",35734393,35734504,112,"+","ENSEMBL","gene",112,NA,"ENSG00000251915.1","rRNA","RNA5SP406","3",NA,NA
"chr16",35734639,35734748,110,"+","ENSEMBL","gene",110,NA,"ENSG00000222207.1","rRNA","RNA5SP407","3",NA,NA
"chr16",35735372,35735471,100,"+","ENSEMBL","gene",100,NA,"ENSG00000251924.1","rRNA","RNA5SP408","3",NA,NA
"chr16",35735625,35735733,109,"+","ENSEMBL","gene",109,NA,"ENSG00000252624.1","rRNA","RNA5SP409","3",NA,NA
"chr16",35745989,35746094,106,"+","ENSEMBL","gene",106,NA,"ENSG00000252094.1","rRNA","RNA5SP410","3",NA,NA
"chr16",35746523,35746636,114,"+","ENSEMBL","gene",114,NA,"ENSG00000276599.1","rRNA","RNA5SP411","3",NA,NA
"chr16",35746772,35746894,123,"+","ENSEMBL","gene",123,NA,"ENSG00000277004.1","rRNA","RNA5SP412","3",NA,NA
"chr16",35747032,35747140,109,"+","ENSEMBL","gene",109,NA,"ENSG00000252182.1","rRNA","RNA5SP413","3",NA,NA
"chr16",35748520,35748655,136,"+","ENSEMBL","gene",136,NA,"ENSG00000274228.1","rRNA","RNA5SP414","3",NA,NA
"chr16",35750061,35750175,115,"+","ENSEMBL","gene",115,NA,"ENSG00000253055.1","rRNA","RNA5SP415","3",NA,NA
"chr16",35751574,35751684,111,"+","ENSEMBL","gene",111,NA,"ENSG00000252647.1","rRNA","RNA5SP416","3",NA,NA
"chr16",35751828,35751935,108,"+","ENSEMBL","gene",108,NA,"ENSG00000252268.1","rRNA","RNA5SP417","3",NA,NA
"chr16",35752826,35752942,117,"+","ENSEMBL","gene",117,NA,"ENSG00000251760.1","rRNA","RNA5SP418","3",NA,NA
"chr16",35753796,35753930,135,"+","ENSEMBL","gene",135,NA,"ENSG00000251717.1","rRNA","RNA5SP419","3",NA,NA
"chr16",35754046,35754182,137,"+","ENSEMBL","gene",137,NA,"ENSG00000252806.1","rRNA","RNA5SP420","3",NA,NA
"chr16",35754555,35754688,134,"+","ENSEMBL","gene",134,NA,"ENSG00000252673.1","rRNA","RNA5SP421","3",NA,NA
"chr16",35754923,35755033,111,"+","ENSEMBL","gene",111,NA,"ENSG00000252587.1","rRNA","RNA5SP422","3",NA,NA
"chr16",35755177,35755285,109,"+","ENSEMBL","gene",109,NA,"ENSG00000252936.1","rRNA","RNA5SP423","3",NA,NA
"chr16",35743268,35756515,13248,"+","HAVANA","gene",1989,NA,"ENSG00000261122.6","lincRNA","LINC02167","2","OTTHUMG00000176021.1","ncRNA_host"
"chr16",35785569,35786887,1319,"-","HAVANA","gene",1319,NA,"ENSG00000260611.1","lincRNA","RP11-352B15.2","2","OTTHUMG00000176022.1",NA
"chr16",35802869,35803280,412,"-","HAVANA","gene",412,NA,"ENSG00000261620.1","processed_pseudogene","HMGN2P41","2","OTTHUMG00000176023.1",NA
"chr16",35836886,35837732,847,"+","HAVANA","gene",847,NA,"ENSG00000261515.1","processed_pseudogene","VN1R70P","2","OTTHUMG00000176024.1",NA
"chr16",35879036,35879498,463,"-","HAVANA","gene",463,NA,"ENSG00000261782.1","processed_pseudogene","RP11-43P5.1","1","OTTHUMG00000176025.1","pseudo_consens"
"chr16",35903117,35904916,1800,"+","HAVANA","gene",1800,NA,"ENSG00000279666.1","TEC","RP11-43P5.3","2","OTTHUMG00000176026.1",NA
"chr16",35912120,35912516,397,"+","HAVANA","gene",397,NA,"ENSG00000261084.1","processed_pseudogene","PPP1R1AP2","1","OTTHUMG00000176027.1","pseudo_consens"
"chr16",46556089,46556191,103,"-","ENSEMBL","gene",103,NA,"ENSG00000199448.1","snRNA","RNU6-845P","3",NA,NA
"chr16",46469341,46569097,99757,"-","HAVANA","gene",6411,NA,"ENSG00000261239.6","transcribed_unprocessed_pseudogene","ANKRD26P1","2","OTTHUMG00000175593.3",NA
"chr16",46571537,46572136,600,"+","HAVANA","gene",600,NA,"ENSG00000261356.2","processed_pseudogene","RP11-46D6.5","1","OTTHUMG00000175594.3","pseudo_consens"
"chr16",46573763,46575094,1332,"+","HAVANA","gene",733,NA,"ENSG00000260251.1","unprocessed_pseudogene","RP11-46D6.4","2","OTTHUMG00000175595.1",NA
"chr16",46580554,46621626,41073,"-","HAVANA","gene",4459,NA,"ENSG00000171241.8","protein_coding","SHCBP1","1","OTTHUMG00000132540.4",NA
